anual;mes;Territorio;Medida;Valor
2018;Diciembre;Granada;Indice de precios hoteleros;100,6
2018;Diciembre;Huelva;Indice de precios hoteleros;64,0
2018;Diciembre;Jaen;Indice de precios hoteleros;93,1
2018;Diciembre;Malaga;Indice de precios hoteleros;109,8
2018;Diciembre;Sevilla;Indice de precios hoteleros;105,0
2019;Enero;Almeria;Indice de precios hoteleros;103,7
2019;Enero;Cadiz;Indice de precios hoteleros;87,3
2019;Enero;Cordoba;Indice de precios hoteleros;89,5
2019;Enero;Granada;Indice de precios hoteleros;94,9
2019;Enero;Huelva;Indice de precios hoteleros;120,1
2019;Enero;Jaen;Indice de precios hoteleros;94,4
2019;Enero;Malaga;Indice de precios hoteleros;108,2
2019;Enero;Sevilla;Indice de precios hoteleros;98,3
2019;Febrero;Almeria;Indice de precios hoteleros;111,9
2019;Febrero;Cadiz;Indice de precios hoteleros;83,6
2019;Febrero;Cordoba;Indice de precios hoteleros;87,5
2019;Febrero;Granada;Indice de precios hoteleros;92,9
2019;Febrero;Huelva;Indice de precios hoteleros;122,6
2019;Febrero;Jaen;Indice de precios hoteleros;97,5
2019;Febrero;Malaga;Indice de precios hoteleros;104,7
2019;Febrero;Sevilla;Indice de precios hoteleros;102,4
2019;Marzo;Almeria;Indice de precios hoteleros;102,6
2019;Marzo;Cadiz;Indice de precios hoteleros;89,6
2019;Marzo;Cordoba;Indice de precios hoteleros;82,9
2019;Marzo;Granada;Indice de precios hoteleros;94,1
2019;Marzo;Huelva;Indice de precios hoteleros;98,5
2019;Marzo;Jaen;Indice de precios hoteleros;92,5
2019;Marzo;Malaga;Indice de precios hoteleros;102,2
2019;Marzo;Sevilla;Indice de precios hoteleros;90,2
2019;Abril;Almeria;Indice de precios hoteleros;112,4
2019;Abril;Cadiz;Indice de precios hoteleros;96,2
2019;Abril;Cordoba;Indice de precios hoteleros;91,9
2019;Abril;Granada;Indice de precios hoteleros;103,0
2019;Abril;Huelva;Indice de precios hoteleros;107,1
2019;Abril;Jaen;Indice de precios hoteleros;91,8
2019;Abril;Malaga;Indice de precios hoteleros;114,5
2019;Abril;Sevilla;Indice de precios hoteleros;106,8
2019;Mayo;Almeria;Indice de precios hoteleros;101,0
2019;Mayo;Cadiz;Indice de precios hoteleros;101,4
2019;Mayo;Cordoba;Indice de precios hoteleros;98,9
2019;Mayo;Granada;Indice de precios hoteleros;101,8
2019;Mayo;Huelva;Indice de precios hoteleros;85,3
2019;Mayo;Jaen;Indice de precios hoteleros;93,8
2019;Mayo;Malaga;Indice de precios hoteleros;115,2
2019;Mayo;Sevilla;Indice de precios hoteleros;118,5
2019;Junio;Almeria;Indice de precios hoteleros;110,9
2019;Junio;Cadiz;Indice de precios hoteleros;103,1
2019;Junio;Cordoba;Indice de precios hoteleros;87,9
2019;Junio;Granada;Indice de precios hoteleros;97,2
2019;Junio;Huelva;Indice de precios hoteleros;110,7
2019;Junio;Jaen;Indice de precios hoteleros;95,5
2019;Junio;Malaga;Indice de precios hoteleros;122,7
2019;Junio;Sevilla;Indice de precios hoteleros;104,6
2019;Julio;Almeria;Indice de precios hoteleros;116,9
2019;Julio;Cadiz;Indice de precios hoteleros;102,5
2019;Julio;Cordoba;Indice de precios hoteleros;95,8
2019;Julio;Granada;Indice de precios hoteleros;95,7
2019;Julio;Huelva;Indice de precios hoteleros;105,2
2019;Julio;Jaen;Indice de precios hoteleros;90,5
2019;Julio;Malaga;Indice de precios hoteleros;122,1
2019;Julio;Sevilla;Indice de precios hoteleros;95,8
2019;Agosto;Almeria;Indice de precios hoteleros;113,7
2019;Agosto;Cadiz;Indice de precios hoteleros;108,4
2019;Agosto;Cordoba;Indice de precios hoteleros;81,3
2019;Agosto;Granada;Indice de precios hoteleros;99,8
2019;Agosto;Huelva;Indice de precios hoteleros;95,1
2019;Agosto;Jaen;Indice de precios hoteleros;94,4
2019;Agosto;Malaga;Indice de precios hoteleros;123,0
2019;Agosto;Sevilla;Indice de precios hoteleros;101,5
2019;Septiembre;Almeria;Indice de precios hoteleros;103,1
2019;Septiembre;Cadiz;Indice de precios hoteleros;95,3
2019;Septiembre;Cordoba;Indice de precios hoteleros;82,7
2019;Septiembre;Granada;Indice de precios hoteleros;103,7
2019;Septiembre;Huelva;Indice de precios hoteleros;92,5
2019;Septiembre;Jaen;Indice de precios hoteleros;93,2
2019;Septiembre;Malaga;Indice de precios hoteleros;114,8
2019;Septiembre;Sevilla;Indice de precios hoteleros;112,6
2019;Octubre;Almeria;Indice de precios hoteleros;99,1
2019;Octubre;Cadiz;Indice de precios hoteleros;93,7
2019;Octubre;Cordoba;Indice de precios hoteleros;95,8
2019;Octubre;Granada;Indice de precios hoteleros;96,8
2019;Octubre;Huelva;Indice de precios hoteleros;102,0
2019;Octubre;Jaen;Indice de precios hoteleros;95,0
2019;Octubre;Malaga;Indice de precios hoteleros;114,1
2019;Octubre;Sevilla;Indice de precios hoteleros;118,3
2019;Noviembre;Almeria;Indice de precios hoteleros;115,3
2019;Noviembre;Cadiz;Indice de precios hoteleros;89,8
2019;Noviembre;Cordoba;Indice de precios hoteleros;93,5
2019;Noviembre;Granada;Indice de precios hoteleros;95,2
2019;Noviembre;Huelva;Indice de precios hoteleros;104,3
2019;Noviembre;Jaen;Indice de precios hoteleros;98,6
2019;Noviembre;Malaga;Indice de precios hoteleros;107,1
2019;Noviembre;Sevilla;Indice de precios hoteleros;112,8
2019;Diciembre;Almeria;Indice de precios hoteleros;110,1
2019;Diciembre;Cadiz;Indice de precios hoteleros;93,9
2019;Diciembre;Cordoba;Indice de precios hoteleros;105,3
2019;Diciembre;Granada;Indice de precios hoteleros;105,3
2019;Diciembre;Huelva;Indice de precios hoteleros;63,2
2019;Diciembre;Jaen;Indice de precios hoteleros;93,3
2019;Diciembre;Malaga;Indice de precios hoteleros;112,7
2019;Diciembre;Sevilla;Indice de precios hoteleros;106,1
2020;Enero;Almeria;Indice de precios hoteleros;103,7
2020;Enero;Cadiz;Indice de precios hoteleros;89,5
2020;Enero;Cordoba;Indice de precios hoteleros;87,6
2020;Enero;Granada;Indice de precios hoteleros;94,6
2020;Enero;Huelva;Indice de precios hoteleros;122,1
2020;Enero;Jaen;Indice de precios hoteleros;95,0
2020;Enero;Malaga;Indice de precios hoteleros;110,5
2020;Enero;Sevilla;Indice de precios hoteleros;98,4
2020;Febrero;Almeria;Indice de precios hoteleros;115,7
2020;Febrero;Cadiz;Indice de precios hoteleros;92,1
2020;Febrero;Cordoba;Indice de precios hoteleros;91,2
2020;Febrero;Granada;Indice de precios hoteleros;96,3
2020;Febrero;Huelva;Indice de precios hoteleros;122,1
2020;Febrero;Jaen;Indice de precios hoteleros;96,6
2020;Febrero;Malaga;Indice de precios hoteleros;108,2
2020;Febrero;Sevilla;Indice de precios hoteleros;101,0
2020;Marzo;Almeria;Indice de precios hoteleros;96,7
2020;Marzo;Cadiz;Indice de precios hoteleros;88,0
2020;Marzo;Cordoba;Indice de precios hoteleros;81,5
2020;Marzo;Granada;Indice de precios hoteleros;86,1
2020;Marzo;Huelva;Indice de precios hoteleros;84,8
2020;Marzo;Jaen;Indice de precios hoteleros;93,9
2020;Marzo;Malaga;Indice de precios hoteleros;103,8
2020;Marzo;Sevilla;Indice de precios hoteleros;81,0
2020;Abril;Almeria;Indice de precios hoteleros;112,4
2020;Abril;Cadiz;Indice de precios hoteleros;96,2
2020;Abril;Cordoba;Indice de precios hoteleros;91,9
2020;Abril;Granada;Indice de precios hoteleros;103,0
2020;Abril;Huelva;Indice de precios hoteleros;107,1
2020;Abril;Jaen;Indice de precios hoteleros;91,8
2020;Abril;Malaga;Indice de precios hoteleros;114,5
2020;Abril;Sevilla;Indice de precios hoteleros;106,8
2020;Julio;Almeria;Indice de precios hoteleros;106,3
2020;Julio;Cadiz;Indice de precios hoteleros;97,0
2020;Julio;Cordoba;Indice de precios hoteleros;100,3
2020;Julio;Granada;Indice de precios hoteleros;103,8
2020;Julio;Huelva;Indice de precios hoteleros;96,0
2020;Julio;Jaen;Indice de precios hoteleros;91,2
2020;Julio;Malaga;Indice de precios hoteleros;104,5
2020;Julio;Sevilla;Indice de precios hoteleros;92,4
2020;Agosto;Almeria;Indice de precios hoteleros;98,6
2020;Agosto;Cadiz;Indice de precios hoteleros;100,5
2020;Agosto;Cordoba;Indice de precios hoteleros;81,2
2020;Agosto;Granada;Indice de precios hoteleros;98,2
2020;Agosto;Huelva;Indice de precios hoteleros;89,9
2020;Agosto;Jaen;Indice de precios hoteleros;95,2
2020;Agosto;Malaga;Indice de precios hoteleros;101,8
2020;Agosto;Sevilla;Indice de precios hoteleros;94,1
2020;Septiembre;Almeria;Indice de precios hoteleros;99,6
2020;Septiembre;Cadiz;Indice de precios hoteleros;85,0
2020;Septiembre;Cordoba;Indice de precios hoteleros;73,3
2020;Septiembre;Granada;Indice de precios hoteleros;83,4
2020;Septiembre;Huelva;Indice de precios hoteleros;95,2
2020;Septiembre;Jaen;Indice de precios hoteleros;88,6
2020;Septiembre;Malaga;Indice de precios hoteleros;89,1
2020;Septiembre;Sevilla;Indice de precios hoteleros;80,3
2020;Octubre;Almeria;Indice de precios hoteleros;107,9
2020;Octubre;Cadiz;Indice de precios hoteleros;83,6
2020;Octubre;Cordoba;Indice de precios hoteleros;75,8
2020;Octubre;Granada;Indice de precios hoteleros;80,7
2020;Octubre;Huelva;Indice de precios hoteleros;99,5
2020;Octubre;Jaen;Indice de precios hoteleros;93,2
2020;Octubre;Malaga;Indice de precios hoteleros;96,5
2020;Octubre;Sevilla;Indice de precios hoteleros;76,2
2020;Noviembre;Almeria;Indice de precios hoteleros;112,4
2020;Noviembre;Cadiz;Indice de precios hoteleros;80,2
2020;Noviembre;Cordoba;Indice de precios hoteleros;73,1
2020;Noviembre;Granada;Indice de precios hoteleros;72,2
2020;Noviembre;Huelva;Indice de precios hoteleros;94,9
2020;Noviembre;Jaen;Indice de precios hoteleros;88,3
2020;Noviembre;Malaga;Indice de precios hoteleros;94,5
2020;Noviembre;Sevilla;Indice de precios hoteleros;74,6
2020;Diciembre;Almeria;Indice de precios hoteleros;116,7
2020;Diciembre;Cadiz;Indice de precios hoteleros;85,8
2020;Diciembre;Cordoba;Indice de precios hoteleros;80,6
2020;Diciembre;Granada;Indice de precios hoteleros;101,6
2020;Diciembre;Huelva;Indice de precios hoteleros;59,6
2020;Diciembre;Jaen;Indice de precios hoteleros;85,9
2020;Diciembre;Malaga;Indice de precios hoteleros;103,0
2020;Diciembre;Sevilla;Indice de precios hoteleros;75,0
2021;Enero;Almeria;Indice de precios hoteleros;100,9
2021;Enero;Cadiz;Indice de precios hoteleros;89,4
2021;Enero;Cordoba;Indice de precios hoteleros;87,1
2021;Enero;Granada;Indice de precios hoteleros;91,1
2021;Enero;Huelva;Indice de precios hoteleros;111,5
2021;Enero;Jaen;Indice de precios hoteleros;84,8
2021;Enero;Malaga;Indice de precios hoteleros;105,4
2021;Enero;Sevilla;Indice de precios hoteleros;76,6
2021;Febrero;Almeria;Indice de precios hoteleros;111,6
2021;Febrero;Cadiz;Indice de precios hoteleros;82,4
2021;Febrero;Cordoba;Indice de precios hoteleros;77,3
2021;Febrero;Granada;Indice de precios hoteleros;87,0
2021;Febrero;Huelva;Indice de precios hoteleros;134,6
2021;Febrero;Jaen;Indice de precios hoteleros;90,7
2021;Febrero;Malaga;Indice de precios hoteleros;98,1
2021;Febrero;Sevilla;Indice de precios hoteleros;74,8
2021;Marzo;Almeria;Indice de precios hoteleros;108,6
2021;Marzo;Cadiz;Indice de precios hoteleros;82,5
2021;Marzo;Cordoba;Indice de precios hoteleros;66,3
2021;Marzo;Granada;Indice de precios hoteleros;87,3
2021;Marzo;Huelva;Indice de precios hoteleros;94,9
2021;Marzo;Jaen;Indice de precios hoteleros;89,3
2021;Marzo;Malaga;Indice de precios hoteleros;99,0
2021;Marzo;Sevilla;Indice de precios hoteleros;62,0
2021;Abril;Almeria;Indice de precios hoteleros;88,6
2021;Abril;Cadiz;Indice de precios hoteleros;90,9
2021;Abril;Cordoba;Indice de precios hoteleros;82,3
2021;Abril;Granada;Indice de precios hoteleros;87,3
2021;Abril;Huelva;Indice de precios hoteleros;108,9
2021;Abril;Jaen;Indice de precios hoteleros;95,2
2021;Abril;Malaga;Indice de precios hoteleros;89,8
2021;Abril;Sevilla;Indice de precios hoteleros;62,6
2021;Mayo;Almeria;Indice de precios hoteleros;107,3
2021;Mayo;Cadiz;Indice de precios hoteleros;108,0
2021;Mayo;Cordoba;Indice de precios hoteleros;101,1
2021;Mayo;Granada;Indice de precios hoteleros;104,2
2021;Mayo;Jaen;Indice de precios hoteleros;100,9
2021;Mayo;Malaga;Indice de precios hoteleros;150,5
2021;Mayo;Sevilla;Indice de precios hoteleros;118,2
2021;Junio;Almeria;Indice de precios hoteleros;114,9
2021;Junio;Cadiz;Indice de precios hoteleros;110,4
2021;Junio;Cordoba;Indice de precios hoteleros;80,3
2021;Junio;Granada;Indice de precios hoteleros;92,9
2021;Junio;Huelva;Indice de precios hoteleros;119,6
2021;Junio;Jaen;Indice de precios hoteleros;99,8
2021;Junio;Malaga;Indice de precios hoteleros;113,8
2021;Junio;Sevilla;Indice de precios hoteleros;87,2
2021;Julio;Almeria;Indice de precios hoteleros;117,8
2021;Julio;Cadiz;Indice de precios hoteleros;108,8
2021;Julio;Cordoba;Indice de precios hoteleros;95,9
2021;Julio;Granada;Indice de precios hoteleros;106,2
2021;Julio;Huelva;Indice de precios hoteleros;114,8
2021;Julio;Jaen;Indice de precios hoteleros;96,2
2021;Julio;Malaga;Indice de precios hoteleros;121,4
2021;Julio;Sevilla;Indice de precios hoteleros;96,3
2021;Agosto;Almeria;Indice de precios hoteleros;114,9
2021;Agosto;Cadiz;Indice de precios hoteleros;121,3
2021;Agosto;Cordoba;Indice de precios hoteleros;88,6
2021;Agosto;Granada;Indice de precios hoteleros;111,4
2021;Agosto;Huelva;Indice de precios hoteleros;113,8
2021;Agosto;Jaen;Indice de precios hoteleros;101,4
2021;Agosto;Malaga;Indice de precios hoteleros;131,4
2021;Agosto;Sevilla;Indice de precios hoteleros;105,7
2021;Septiembre;Almeria;Indice de precios hoteleros;106,7
2021;Septiembre;Cadiz;Indice de precios hoteleros;104,0
2021;Septiembre;Cordoba;Indice de precios hoteleros;85,2
2021;Septiembre;Granada;Indice de precios hoteleros;99,0
2021;Septiembre;Huelva;Indice de precios hoteleros;112,8
2021;Septiembre;Jaen;Indice de precios hoteleros;99,7
2021;Septiembre;Malaga;Indice de precios hoteleros;120,5
2021;Septiembre;Sevilla;Indice de precios hoteleros;103,7
2021;Octubre;Almeria;Indice de precios hoteleros;110,0
2021;Octubre;Cadiz;Indice de precios hoteleros;101,1
2021;Octubre;Cordoba;Indice de precios hoteleros;100,6
2021;Octubre;Granada;Indice de precios hoteleros;99,3
2021;Octubre;Huelva;Indice de precios hoteleros;116,8
2021;Octubre;Jaen;Indice de precios hoteleros;102,8
2021;Octubre;Malaga;Indice de precios hoteleros;124,9
2021;Octubre;Sevilla;Indice de precios hoteleros;115,0
2021;Noviembre;Almeria;Indice de precios hoteleros;124,2
2021;Noviembre;Cadiz;Indice de precios hoteleros;95,3
2021;Noviembre;Cordoba;Indice de precios hoteleros;93,6
2021;Noviembre;Granada;Indice de precios hoteleros;100,3
2021;Noviembre;Huelva;Indice de precios hoteleros;107,7
2021;Noviembre;Jaen;Indice de precios hoteleros;103,4
2021;Noviembre;Malaga;Indice de precios hoteleros;122,0
2021;Noviembre;Sevilla;Indice de precios hoteleros;114,0
2021;Diciembre;Almeria;Indice de precios hoteleros;125,3
2021;Diciembre;Cadiz;Indice de precios hoteleros;97,7
2021;Diciembre;Cordoba;Indice de precios hoteleros;107,7
2021;Diciembre;Granada;Indice de precios hoteleros;132,5
2021;Diciembre;Huelva;Indice de precios hoteleros;70,1
2021;Diciembre;Jaen;Indice de precios hoteleros;101,5
2021;Diciembre;Malaga;Indice de precios hoteleros;119,1
2021;Diciembre;Sevilla;Indice de precios hoteleros;120,7
2022;Enero;Almeria;Indice de precios hoteleros;109,9
2022;Enero;Cadiz;Indice de precios hoteleros;96,8
2022;Enero;Cordoba;Indice de precios hoteleros;97,6
2022;Enero;Granada;Indice de precios hoteleros;110,3
2022;Enero;Huelva;Indice de precios hoteleros;122,8
2022;Enero;Jaen;Indice de precios hoteleros;97,6
2022;Enero;Malaga;Indice de precios hoteleros;119,8
2022;Enero;Sevilla;Indice de precios hoteleros;102,0
2022;Febrero;Almeria;Indice de precios hoteleros;123,2
2022;Febrero;Cadiz;Indice de precios hoteleros;99,9
2022;Febrero;Cordoba;Indice de precios hoteleros;100,1
2022;Febrero;Granada;Indice de precios hoteleros;118,0
2022;Febrero;Huelva;Indice de precios hoteleros;150,1
2022;Febrero;Jaen;Indice de precios hoteleros;99,0
2022;Febrero;Malaga;Indice de precios hoteleros;120,6
2022;Febrero;Sevilla;Indice de precios hoteleros;104,5
2022;Marzo;Almeria;Indice de precios hoteleros;114,1
2022;Marzo;Cadiz;Indice de precios hoteleros;92,8
2022;Marzo;Cordoba;Indice de precios hoteleros;84,8
2022;Marzo;Granada;Indice de precios hoteleros;114,6
2022;Marzo;Huelva;Indice de precios hoteleros;101,2
2022;Marzo;Jaen;Indice de precios hoteleros;100,7
2022;Marzo;Malaga;Indice de precios hoteleros;123,1
2022;Marzo;Sevilla;Indice de precios hoteleros;90,8
2022;Abril;Almeria;Indice de precios hoteleros;100,5
2022;Abril;Cadiz;Indice de precios hoteleros;116,3
2022;Abril;Cordoba;Indice de precios hoteleros;128,1
2022;Abril;Granada;Indice de precios hoteleros;130,4
2022;Abril;Huelva;Indice de precios hoteleros;121,0
2022;Abril;Jaen;Indice de precios hoteleros;112,4
2022;Abril;Malaga;Indice de precios hoteleros;119,2
2022;Abril;Sevilla;Indice de precios hoteleros;113,5
2022;Mayo;Almeria;Indice de precios hoteleros;114,0
2022;Mayo;Cadiz;Indice de precios hoteleros;125,9
2022;Mayo;Cordoba;Indice de precios hoteleros;150,1
2022;Mayo;Granada;Indice de precios hoteleros;162,9
2022;Mayo;Huelva;Indice de precios hoteleros;99,8
2022;Mayo;Jaen;Indice de precios hoteleros;110,3
2022;Mayo;Malaga;Indice de precios hoteleros;193,7
2022;Mayo;Sevilla;Indice de precios hoteleros;214,5
2022;Junio;Almeria;Indice de precios hoteleros;117,1
2022;Junio;Cadiz;Indice de precios hoteleros;119,6
2022;Junio;Cordoba;Indice de precios hoteleros;98,2
2022;Junio;Granada;Indice de precios hoteleros;114,9
2022;Junio;Huelva;Indice de precios hoteleros;122,2
2022;Junio;Jaen;Indice de precios hoteleros;108,7
2022;Junio;Malaga;Indice de precios hoteleros;146,2
2022;Junio;Sevilla;Indice de precios hoteleros;116,7
2022;Julio;Almeria;Indice de precios hoteleros;131,4
2022;Julio;Cadiz;Indice de precios hoteleros;117,7
2022;Julio;Cordoba;Indice de precios hoteleros;99,8
2022;Julio;Granada;Indice de precios hoteleros;116,2
2022;Julio;Huelva;Indice de precios hoteleros;111,3
2022;Julio;Jaen;Indice de precios hoteleros;102,4
2022;Julio;Malaga;Indice de precios hoteleros;151,9
2022;Julio;Sevilla;Indice de precios hoteleros;111,2
2022;Agosto;Almeria;Indice de precios hoteleros;125,6
2022;Agosto;Cadiz;Indice de precios hoteleros;126,6
2022;Agosto;Cordoba;Indice de precios hoteleros;83,6
2022;Agosto;Granada;Indice de precios hoteleros;113,6
2022;Agosto;Huelva;Indice de precios hoteleros;111,4
2022;Agosto;Jaen;Indice de precios hoteleros;104,9
2022;Agosto;Malaga;Indice de precios hoteleros;148,4
2022;Agosto;Sevilla;Indice de precios hoteleros;112,3
2022;Septiembre;Almeria;Indice de precios hoteleros;113,1
2022;Septiembre;Cadiz;Indice de precios hoteleros;112,0
2022;Septiembre;Cordoba;Indice de precios hoteleros;93,2
2022;Septiembre;Granada;Indice de precios hoteleros;111,3
2022;Septiembre;Huelva;Indice de precios hoteleros;110,8
2022;Septiembre;Jaen;Indice de precios hoteleros;101,8
2022;Septiembre;Malaga;Indice de precios hoteleros;136,0
2022;Septiembre;Sevilla;Indice de precios hoteleros;122,2
2022;Octubre;Almeria;Indice de precios hoteleros;115,8
2022;Octubre;Cadiz;Indice de precios hoteleros;105,6
2022;Octubre;Cordoba;Indice de precios hoteleros;106,2
2022;Octubre;Granada;Indice de precios hoteleros;109,3
2022;Octubre;Huelva;Indice de precios hoteleros;114,2
2022;Octubre;Jaen;Indice de precios hoteleros;105,3
2022;Octubre;Malaga;Indice de precios hoteleros;135,5
2022;Octubre;Sevilla;Indice de precios hoteleros;133,1
2022;Noviembre;Almeria;Indice de precios hoteleros;129,9
2022;Noviembre;Cadiz;Indice de precios hoteleros;97,4
2022;Noviembre;Cordoba;Indice de precios hoteleros;93,2
2022;Noviembre;Granada;Indice de precios hoteleros;107,5
2022;Noviembre;Huelva;Indice de precios hoteleros;112,5
2022;Noviembre;Jaen;Indice de precios hoteleros;104,9
2022;Noviembre;Malaga;Indice de precios hoteleros;128,8
2022;Noviembre;Sevilla;Indice de precios hoteleros;120,3
2022;Diciembre;Almeria;Indice de precios hoteleros;129,9
2022;Diciembre;Cadiz;Indice de precios hoteleros;104,9
2022;Diciembre;Cordoba;Indice de precios hoteleros;111,1
2022;Diciembre;Granada;Indice de precios hoteleros;133,3
2022;Diciembre;Huelva;Indice de precios hoteleros;66,8
2022;Diciembre;Jaen;Indice de precios hoteleros;104,7
2022;Diciembre;Malaga;Indice de precios hoteleros;129,2
2022;Diciembre;Sevilla;Indice de precios hoteleros;121,2
2023;Enero;Almeria;Indice de precios hoteleros;117,0
2023;Enero;Cadiz;Indice de precios hoteleros;103,8
2023;Enero;Cordoba;Indice de precios hoteleros;102,1
2023;Enero;Granada;Indice de precios hoteleros;119,2
2023;Enero;Huelva;Indice de precios hoteleros;127,8
2023;Enero;Jaen;Indice de precios hoteleros;103,1
2023;Enero;Malaga;Indice de precios hoteleros;129,9
2023;Enero;Sevilla;Indice de precios hoteleros;105,5
2023;Febrero;Almeria;Indice de precios hoteleros;130,8
2023;Febrero;Cadiz;Indice de precios hoteleros;108,6
2023;Febrero;Cordoba;Indice de precios hoteleros;97,2
2023;Febrero;Granada;Indice de precios hoteleros;126,6
2023;Febrero;Huelva;Indice de precios hoteleros;164,3
2023;Febrero;Jaen;Indice de precios hoteleros;102,5
2023;Febrero;Malaga;Indice de precios hoteleros;129,9
2023;Febrero;Sevilla;Indice de precios hoteleros;108,1
2023;Marzo;Almeria;Indice de precios hoteleros;124,9
2023;Marzo;Cadiz;Indice de precios hoteleros;100,8
2023;Marzo;Cordoba;Indice de precios hoteleros;89,8
2023;Marzo;Granada;Indice de precios hoteleros;131,4
2023;Marzo;Huelva;Indice de precios hoteleros;105,0
2023;Marzo;Jaen;Indice de precios hoteleros;105,7
2023;Marzo;Malaga;Indice de precios hoteleros;134,1
2023;Marzo;Sevilla;Indice de precios hoteleros;99,0
2023;Abril;Almeria;Indice de precios hoteleros;102,8
2023;Abril;Cadiz;Indice de precios hoteleros;119,0
2023;Abril;Cordoba;Indice de precios hoteleros;137,4
2023;Abril;Granada;Indice de precios hoteleros;147,1
2023;Abril;Huelva;Indice de precios hoteleros;131,2
2023;Abril;Jaen;Indice de precios hoteleros;116,9
2023;Abril;Malaga;Indice de precios hoteleros;132,5
2023;Abril;Sevilla;Indice de precios hoteleros;130,7
2023;Mayo;Almeria;Indice de precios hoteleros;113,6
2023;Mayo;Cadiz;Indice de precios hoteleros;129,7
2023;Mayo;Cordoba;Indice de precios hoteleros;142,0
2023;Mayo;Granada;Indice de precios hoteleros;184,8
2023;Mayo;Huelva;Indice de precios hoteleros;109,6
2023;Mayo;Jaen;Indice de precios hoteleros;115,7
2023;Mayo;Malaga;Indice de precios hoteleros;214,4
2023;Mayo;Sevilla;Indice de precios hoteleros;217,7
2023;Junio;Almeria;Indice de precios hoteleros;121,7
2023;Junio;Cadiz;Indice de precios hoteleros;122,4
2023;Junio;Cordoba;Indice de precios hoteleros;98,7
2023;Junio;Granada;Indice de precios hoteleros;131,8
2023;Junio;Huelva;Indice de precios hoteleros;123,7
2023;Junio;Jaen;Indice de precios hoteleros;114,5
2023;Junio;Malaga;Indice de precios hoteleros;157,8
2023;Junio;Sevilla;Indice de precios hoteleros;115,9
2023;Julio;Almeria;Indice de precios hoteleros;133,8
2023;Julio;Cadiz;Indice de precios hoteleros;119,2
2023;Julio;Cordoba;Indice de precios hoteleros;104,1
2023;Julio;Granada;Indice de precios hoteleros;122,2
2023;Julio;Huelva;Indice de precios hoteleros;116,5
2023;Julio;Jaen;Indice de precios hoteleros;103,4
2023;Julio;Malaga;Indice de precios hoteleros;158,5
2023;Julio;Sevilla;Indice de precios hoteleros;110,9
2023;Agosto;Almeria;Indice de precios hoteleros;129,7
2023;Agosto;Cadiz;Indice de precios hoteleros;127,3
2023;Agosto;Cordoba;Indice de precios hoteleros;84,1
2023;Agosto;Granada;Indice de precios hoteleros;121,1
2023;Agosto;Huelva;Indice de precios hoteleros;111,3
2023;Agosto;Jaen;Indice de precios hoteleros;103,6
2023;Agosto;Malaga;Indice de precios hoteleros;154,2
2023;Agosto;Sevilla;Indice de precios hoteleros;115,4
2023;Septiembre;Almeria;Indice de precios hoteleros;116,7
2023;Septiembre;Cadiz;Indice de precios hoteleros;116,3
2023;Septiembre;Cordoba;Indice de precios hoteleros;94,0
2023;Septiembre;Granada;Indice de precios hoteleros;128,4
2023;Septiembre;Huelva;Indice de precios hoteleros;109,6
2023;Septiembre;Jaen;Indice de precios hoteleros;103,4
2023;Septiembre;Malaga;Indice de precios hoteleros;146,0
2023;Septiembre;Sevilla;Indice de precios hoteleros;133,5
2023;Octubre;Almeria;Indice de precios hoteleros;124,5
2023;Octubre;Cadiz;Indice de precios hoteleros;114,6
2023;Octubre;Cordoba;Indice de precios hoteleros;113,2
2023;Octubre;Granada;Indice de precios hoteleros;125,2
2023;Octubre;Huelva;Indice de precios hoteleros;118,2
2023;Octubre;Jaen;Indice de precios hoteleros;107,5
2023;Octubre;Malaga;Indice de precios hoteleros;152,8
2023;Octubre;Sevilla;Indice de precios hoteleros;146,7
2023;Noviembre;Almeria;Indice de precios hoteleros;140,3
2023;Noviembre;Cadiz;Indice de precios hoteleros;101,4
2023;Noviembre;Cordoba;Indice de precios hoteleros;104,4
2023;Noviembre;Granada;Indice de precios hoteleros;117,4
2023;Noviembre;Huelva;Indice de precios hoteleros;119,3
2023;Noviembre;Jaen;Indice de precios hoteleros;106,5
2023;Noviembre;Malaga;Indice de precios hoteleros;141,9
2023;Noviembre;Sevilla;Indice de precios hoteleros;137,5
2023;Diciembre;Almeria;Indice de precios hoteleros;139,3
2023;Diciembre;Cadiz;Indice de precios hoteleros;114,0
2023;Diciembre;Cordoba;Indice de precios hoteleros;119,7
2023;Diciembre;Granada;Indice de precios hoteleros;153,6
2023;Diciembre;Huelva;Indice de precios hoteleros;76,0
2023;Diciembre;Jaen;Indice de precios hoteleros;109,2
2023;Diciembre;Malaga;Indice de precios hoteleros;150,0
2023;Diciembre;Sevilla;Indice de precios hoteleros;135,5
2024;Enero;Almeria;Indice de precios hoteleros;134,2
2024;Enero;Cadiz;Indice de precios hoteleros;107,8
2024;Enero;Cordoba;Indice de precios hoteleros;105,9
2024;Enero;Granada;Indice de precios hoteleros;124,8
2024;Enero;Huelva;Indice de precios hoteleros;133,2
2024;Enero;Jaen;Indice de precios hoteleros;109,1
2024;Enero;Malaga;Indice de precios hoteleros;140,8
2024;Enero;Sevilla;Indice de precios hoteleros;115,1
2024;Febrero;Almeria;Indice de precios hoteleros;148,0
2024;Febrero;Cadiz;Indice de precios hoteleros;116,3
2024;Febrero;Cordoba;Indice de precios hoteleros;102,1
